age,experience_years,monthly_target,target_achievement,working_hours_per_week,overtime_hours_per_week,salary,commission_rate,job_satisfaction,manager_support_score,company_tenure_years,distance_to_office_km,overtime_ratio,tenure_per_age,performance_gap,salary_per_hour,satisfaction_support_mean,commuting_work_ratio,salary_commission_rate,education,work_location,gender_Male,marital_status_Single
-1.1636284032699657,0.4965842009800195,1.0514011628813071,0.21995813427704622,1.146229053894884,-1.30697327786418,-0.09566729139551126,1.7900993471668274,0.41885889818225275,-1.358819394135032,0.6344643339895978,-0.9994825356580492,-1.3080719786168922,1.1665314630322385,-0.21995813427704572,-0.6488133043495342,-0.6654659472597242,-1.0723080597522483,1.340523173000827,0.022645422182824185,-1.7191040566661766,0.6488136461454179,0.8037975708966928
-0.5829936160465304,1.1862844801189352,0.22643580418408196,1.3018968173908967,0.6885954952593719,-0.9553409851817035,-1.4714960158496124,-0.3849909896093904,-1.3635193919549924,-0.4633865149686188,0.14051184263108982,-0.1368526388390909,-0.9934510056174223,0.28691506012862406,-1.301896817390896,-1.5061325294635288,-1.300755634381179,-0.3173715679417873,-0.4772042368210057,1.3166695469156378,-0.41304209528636526,0.6488136461454179,-1.244094329477047
-0.0023588288230951236,-0.5379662177283542,-0.04855264871499306,0.6527336075225861,-0.9131219599649206,0.627004331889441,0.4780638248404344,1.3550812798115834,-0.47233024688636976,-0.4633865149686188,-0.5651345735953498,-0.35251011304383045,0.9248518067374011,-0.563507724785404,-0.6527336075225856,0.9456256637849122,-0.6654659472597242,-0.1509800553257923,1.8380809608500446,1.3166695469156378,-0.41304209528636526,0.6488136461454179,0.8037975708966928
-1.018469706464107,-0.19311607815889628,1.6013780686794572,1.6481171959873282,1.37504583321264,-1.6586055705466567,-0.3155877237470664,-1.2550271243198776,-1.3635193919549924,1.3274792433642073,0.7050289756122418,-1.0713683603929625,-1.5856787194987771,1.135385094675456,-1.6481171959873273,-0.8789085677949815,-0.03017626013826931,-1.143656693091671,-0.530502783443847,0.022645422182824185,0.8930198660934462,-1.5412746108855286,0.8037975708966928
-1.3087871000758247,0.4965842009800195,-0.4610353280636056,-0.16953979164393965,0.5741871056004938,1.3302689172543942,-0.07925354171109371,0.05002707774585293,-1.3635193919549924,1.3274792433642073,0.42277040912166597,1.7321788042686521,0.9739495354121637,1.0315638668195144,0.16953979164394012,-0.4126781561341061,-0.03017626013826931,1.2859974940406256,-0.08415469019982717,-1.2713787025499892,-0.41304209528636526,0.6488136461454179,0.8037975708966928
-1.1636284032699657,0.15173406141056162,-1.5609891396599058,-1.4245886640560055,-0.9131219599649206,0.0995558928657262,-1.4084443841943821,1.7900993471668274,-0.47233024688636976,1.3274792433642073,-0.5651345735953498,-0.5681675872485701,0.3454986083752062,-0.21013801833754506,1.4245886640560061,-0.9022792289324199,0.6051134269831855,-0.38496811994203517,-0.6463001836050951,1.3166695469156378,-0.41304209528636526,-1.5412746108855286,0.8037975708966928
1.4492281392354933,-0.882816357297812,1.509715251046432,-0.6023152648894795,-1.1419387392826768,-1.1311571315229418,-1.4707599010248493,-1.690045191675121,-0.47233024688636976,0.43204636419779424,1.4812400334613256,-0.7119392367183964,-0.9799912848473915,0.545052764192254,0.60231526488948,-0.8576845030742709,-0.03017626013826931,-0.4913263311312364,-1.4414299570598992,0.022645422182824185,-0.41304209528636526,0.6488136461454179,0.8037975708966928
0.5782759584003403,0.15173406141056162,0.2493515085923382,-1.4245886640560055,-0.5698967909882866,1.5060850635956324,-0.46853221296561043,0.4850451451010968,-1.3635193919549924,0.43204636419779424,0.06994720100844609,-0.7838250614533097,1.6776168467862398,-0.19044004483622867,1.4245886640560061,-0.1839895904735771,-0.6654659472597242,-0.6810346506809545,-0.6789790548203871,1.3166695469156378,-0.41304209528636526,-1.5412746108855286,0.8037975708966928
1.3040694424296344,1.1862844801189352,1.0055697540647945,-0.7754254541876957,0.5741871056004938,-0.9553409851817035,1.1243040023022821,0.9200632124563402,-1.3635193919549924,0.43204636419779424,-0.6356992152179938,0.7976630827147806,-0.9834132477550265,-0.8483419375719966,0.7754254541876962,0.506487090541432,-0.6654659472597242,0.49546154691908173,0.6313953793346104,-1.2713787025499892,-0.41304209528636526,-1.5412746108855286,0.8037975708966928
-0.14751752562895395,0.4965842009800195,-0.8276865985957056,0.5229009655489245,-0.22667162201165245,-1.6586055705466567,-0.5717857997365174,1.3550812798115834,1.3100480432508752,1.3274792433642073,-0.8473931400859257,1.2289780311242597,-1.5856787194987771,-0.7820632072889627,-0.522900965548924,-0.4524968850442783,1.8756928012260952,1.1959512397087335,0.8813908634789911,1.3166695469156378,0.8930198660934462,0.6488136461454179,0.8037975708966928
